acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,crash
0.026,0.028,0.986,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
-0.096,-0.256,0.576,1.95313,0.0,3.90625,yes
0.032,-0.128,0.8,1.95313,0.0,3.90625,yes
0.704,0.256,1.472,1.95313,0.0,1.95313,yes
0.041,0.218,1.057,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
-0.009,0.266,1.045,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.022,0.353,1.114,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.0,0.32,0.896,0.0,0.0,3.90625,yes
0.032,0.032,0.992,0.0,-1.95313,3.90625,yes
0.192,0.32,1.376,-1.95313,0.0,1.95313,yes
0.073,0.555,0.974,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.017,0.521,0.904,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.017,0.366,0.876,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.467,0.0,0.953,1.95313,0.0,0.0,yes
0.514,0.0,0.907,1.95313,0.0,0.0,yes
0.561,0.0,0.907,0.0,0.0,-3.90625,yes
0.394,-0.069,0.893,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.469,-0.062,0.867,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.462,0.004,0.908,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.002,0.005,0.025,2e-05,-1e-05,0.0,yes
0.035,0.063,1.075,0.00036,-0.0003,0.00017,yes
0.013,-0.003,1.087,0.00013,-0.00023,0.0002,yes
-0.009,0.002,1.036,1e-05,0.0,1e-05,yes
-0.005,0.0,1.036,1e-05,0.0,1e-05,yes
-0.004,-0.009,1.036,1e-05,0.0,1e-05,yes
0.005,0.002,0.027,1e-05,-1e-05,0.0,yes
0.004,-0.048,0.992,0.00047,-0.00026,-0.00016,yes
0.002,-0.048,0.972,0.00041,-0.00028,-0.00016,yes
0.09,-0.122,1.183,0.0,-1e-05,0.0,yes
-0.039,-0.205,1.117,0.0,-1e-05,0.0,yes
-0.1,-0.225,0.984,1e-05,-1e-05,0.0,yes
0.084,-0.022,0.038,0.0,0.0,0.0,yes
0.04,-0.011,-0.016,0.0,0.0,0.0,yes
0.056,-0.029,-0.016,0.0,0.0,0.0,yes
-0.229,0.353,-0.078,0.0,0.0,0.0,yes
-0.244,0.376,-0.063,0.0,0.0,0.0,yes
-0.223,0.402,-0.046,0.0,0.0,0.0,yes
0.0,0.0,1.0,0.0,0.0,-1.95313,yes
0.0,0.187,1.327,0.0,-5.85938,-1.95313,yes
-0.047,0.28,1.14,0.0,1.95313,-1.95313,yes
0.096,0.1,1.0,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.092,0.111,0.999,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.113,0.143,1.001,0.41018724689165187,0.34743589698046184,0.10098223801065719,yes
0.003,-0.002,0.023,2e-05,0.0,-2e-05,yes
-0.008,0.075,1.006,-0.0001,0.00031,-0.00087,yes
-0.098,-0.113,0.957,-0.00022,0.00026,-0.0009,yes
0.008,0.014,1.043,-0.0,0.0,-1e-05,yes
-0.019,-0.1,1.006,-0.0,0.0,-1e-05,yes
-0.049,-0.144,0.951,-0.0,0.0,-1e-05,yes
0.004,0.007,0.025,-0.0,-0.0,0.0,yes
0.048,0.107,1.018,-0.00013,-0.00016,0.00014,yes
0.086,0.034,1.006,-0.00043,0.00019,0.00025,yes
-0.121,-0.004,0.856,-0.0,0.0,1e-05,yes
-0.067,0.05,0.817,-0.0,0.0,1e-05,yes
0.025,0.169,0.804,-0.0,0.0,1e-05,yes
-0.004,-0.0,0.025,0.0,0.0,1e-05,yes
-0.096,0.053,1.058,0.00013,-5e-05,0.0005,yes
-0.085,0.021,1.042,0.00016,-0.0001,0.00056,yes
0.073,-0.09,0.91,1e-05,0.0,0.0,yes
0.081,-0.086,0.943,1e-05,0.0,0.0,yes
0.1,-0.049,1.009,2e-05,0.0,0.0,yes
0.004,-0.0,0.028,-0.0,0.0,-0.0,yes
-0.054,-0.066,1.022,-0.0001,0.00018,-0.00036,yes
-0.064,-0.078,1.06,0.00031,0.00023,-0.00041,yes
-0.205,-0.036,0.613,0.0,-0.0,-2e-05,yes
-0.372,-0.046,0.447,0.0,-0.0,-2e-05,yes
-0.361,-0.064,0.424,0.0,-0.0,-2e-05,yes
-0.004,0.001,0.027,1e-05,-0.0,-1e-05,yes
-0.115,0.239,1.161,-0.00038,-0.00055,-0.0003,yes
-0.036,-0.186,0.975,-0.00037,-0.0006,-0.00028,yes
-0.196,-0.021,0.803,2e-05,-0.0,-1e-05,yes
-0.241,-0.003,0.831,2e-05,-0.0,-1e-05,yes
-0.256,0.036,0.879,2e-05,-0.0,-1e-05,yes
0.001,0.001,0.026,1e-05,2e-05,1e-05,yes
-0.002,0.077,0.957,0.00048,0.00091,0.00054,yes
-0.087,0.149,0.993,0.00043,0.00075,0.00051,yes
-0.073,-0.144,1.09,1e-05,-1e-05,-0.0,yes
-0.053,-0.144,1.1,0.0,-0.0,0.0,yes
-0.025,-0.144,1.121,1e-05,-0.0,-0.0,yes
-0.002,-0.003,0.03,0.0,-1e-05,-0.0,yes
0.01,-0.032,1.06,0.00031,-0.00033,-0.00011,yes
-0.014,0.018,1.023,0.00042,-0.0001,-0.0001,yes
-0.111,0.529,1.211,1e-05,-0.0,0.0,yes
-0.177,0.495,1.203,0.0,-0.0,0.0,yes
-0.256,0.484,1.121,1e-05,-0.0,0.0,yes
0.002,0.001,0.029,0.0,-0.0,-0.0,yes
-0.019,0.005,1.061,3e-05,-0.0001,-0.00029,yes
0.004,-0.119,1.019,-0.0001,-0.00021,-0.00048,yes
0.401,-0.05,0.74,0.0,0.0,-0.0,yes
0.473,0.028,0.924,0.0,0.0,-0.0,yes
0.441,0.081,1.036,0.0,0.0,-0.0,yes
0.003,0.004,0.028,1e-05,0.0,-0.0,yes
0.095,0.115,1.039,0.00027,-1e-05,-0.00016,yes
0.13,0.068,1.028,-0.00045,-0.00017,-0.00015,yes
-0.134,0.676,1.082,-2e-05,-1e-05,0.0,yes
-0.062,0.638,1.152,-2e-05,-1e-05,0.0,yes
0.049,0.576,1.289,-3e-05,-1e-05,0.0,yes
-0.005,0.001,0.015,-0.0,-1e-05,0.0,yes
0.076,0.072,1.075,-0.0003,-0.00061,0.00016,yes
0.151,-0.022,1.08,-0.00044,-0.00089,-9e-05,yes
0.17,-0.073,0.788,-1e-05,0.0,-0.0,yes
0.163,-0.053,0.809,-0.0,0.0,-0.0,yes
0.256,-0.049,0.975,-0.0,0.0,-0.0,yes
0.002,-0.002,0.027,0.0,0.0,1e-05,yes
0.013,-0.085,1.068,0.00017,0.0001,0.00031,yes
0.032,-0.078,1.052,0.0003,-4e-05,0.0002,yes
0.064,0.075,1.309,-1e-05,-0.0,0.0,yes
0.028,0.133,1.39,-1e-05,-0.0,0.0,yes
-0.121,0.196,1.256,-1e-05,-0.0,0.0,yes
-0.003,-0.003,0.024,0.0,-0.0,-1e-05,yes
-0.05,-0.14,1.033,0.00018,-0.0004,-0.00043,yes
-0.028,-0.127,1.014,0.0004,-0.00014,-0.00056,yes
0.1,0.289,1.144,1e-05,0.0,0.0,yes
0.086,0.289,1.163,1e-05,0.0,0.0,yes
0.036,0.289,1.121,1e-05,-0.0,0.0,yes
-0.004,0.006,0.036,-0.0,0.0,-1e-05,yes
-0.166,0.149,1.152,-0.00046,-0.00047,-0.00064,yes
-0.049,-0.117,1.062,-0.00056,-0.00096,-0.00067,yes
-0.02,0.042,0.883,2e-05,0.0,-1e-05,yes
-0.087,0.028,0.766,2e-05,0.0,-1e-05,yes
-0.081,0.009,0.744,2e-05,0.0,-1e-05,yes
-0.001,-0.001,0.026,0.0,0.0,-1e-05,yes
-0.039,0.063,1.039,0.00042,0.00022,-0.0005,yes
-0.027,0.055,1.021,0.0004,0.00021,-0.0005,yes
0.013,-0.037,1.24,1e-05,1e-05,-1e-05,yes
-0.012,-0.049,1.203,1e-05,1e-05,-1e-05,yes
-0.064,-0.081,1.169,1e-05,1e-05,-1e-05,yes
-0.001,-0.007,0.028,0.0,2e-05,-0.0,yes
0.034,-0.023,1.015,0.00035,0.00055,-0.00019,yes
-0.043,-0.007,1.064,0.00054,0.00029,-0.0001,yes
0.049,-0.075,1.081,0.0,1e-05,-0.0,yes
0.06,-0.116,1.081,0.0,1e-05,-0.0,yes
0.064,-0.144,1.081,0.0,1e-05,-0.0,yes
-0.0,0.0,0.026,1e-05,1e-05,-1e-05,yes
0.0,-0.046,1.045,0.00046,0.00032,-0.00028,yes
-0.008,-0.031,1.04,0.00044,0.00036,-0.00027,yes
0.05,-0.183,1.044,1e-05,0.0,-1e-05,yes
0.107,-0.169,1.107,1e-05,0.0,-1e-05,yes
0.144,-0.144,1.144,1e-05,0.0,-1e-05,yes
0.001,0.002,0.027,0.0,0.0,-1e-05,yes
-0.009,0.012,1.088,0.00017,0.00029,-0.00049,yes
-0.006,0.004,1.01,0.0004,0.00025,-0.0005,yes
-0.17,-0.125,0.855,1e-05,1e-05,0.0,yes
-0.073,-0.008,0.922,2e-05,0.0,0.0,yes
0.009,0.064,0.975,1e-05,0.0,0.0,yes
0.001,0.003,0.027,1e-05,-0.0,-1e-05,yes
0.027,0.029,1.038,0.00041,0.00018,-0.00048,yes
0.034,0.006,1.007,0.00037,0.00035,-0.0005,yes
0.081,-0.156,1.037,0.0,0.0,-1e-05,yes
0.068,-0.127,0.999,0.0,0.0,-1e-05,yes
0.025,-0.081,0.984,0.0,0.0,-1e-05,yes
0.008,0.008,0.033,0.0,-0.0,-2e-05,yes
0.036,-0.059,1.0,0.00045,0.00053,-0.00088,yes
0.022,0.007,1.006,0.00033,0.00066,-0.00078,yes
0.122,-0.307,1.196,0.0,1e-05,-2e-05,yes
0.086,-0.352,1.157,1e-05,2e-05,-2e-05,yes
0.025,-0.324,1.121,1e-05,2e-05,-2e-05,yes
0.014,-0.02,0.026,-0.0,0.0,0.0,yes
-0.002,-0.16,1.093,0.00021,0.00031,0.00011,yes
0.005,-0.106,0.996,0.0001,0.00055,-4e-05,yes
0.213,0.507,1.325,1e-05,1e-05,0.0,yes
0.15,0.392,1.264,-1e-05,2e-05,0.0,yes
0.169,0.256,1.225,-0.0,1e-05,0.0,yes
0.01,0.004,0.034,1e-05,-1e-05,-2e-05,yes
0.088,-0.065,1.044,8e-05,0.00087,-0.00101,yes
-0.067,-0.103,0.967,0.00037,0.00064,-0.00096,yes
0.257,-0.132,1.158,2e-05,3e-05,-2e-05,yes
0.147,-0.105,1.266,2e-05,3e-05,-2e-05,yes
0.064,-0.1,1.361,2e-05,3e-05,-2e-05,yes
0.004,-0.005,0.025,1e-05,0.0,-1e-05,yes
0.035,0.02,1.079,0.00038,0.00011,-0.0004,yes
0.033,-0.082,0.972,0.00038,8e-05,-0.0004,yes
-0.104,0.082,0.789,1e-05,0.0,-1e-05,yes
-0.013,0.086,0.775,1e-05,-0.0,-1e-05,yes
0.081,0.036,0.804,1e-05,0.0,-1e-05,yes
0.0,-0.014,0.024,1e-05,-2e-05,-2e-05,yes
0.04,-0.072,1.054,0.00074,0.00011,-0.00091,yes
0.09,-0.097,1.232,0.00037,0.00073,-0.0009,yes
0.241,0.109,1.462,-0.0,-0.0,-1e-05,yes
0.233,-0.049,1.41,0.0,0.0,-1e-05,yes
0.225,-0.196,1.324,-0.0,0.0,-1e-05,yes
-0.005,-0.003,0.025,-1e-05,-1e-05,0.0,yes
0.148,-0.047,1.061,0.00027,-7e-05,7e-05,yes
0.115,-0.003,1.003,0.00017,-1e-05,0.00011,yes
-0.121,-0.325,0.6,2e-05,1e-05,-2e-05,yes
-0.121,-0.219,0.629,1e-05,1e-05,-2e-05,yes
-0.196,-0.121,0.676,2e-05,0.0,-2e-05,yes
0.0,-0.004,0.026,1e-05,1e-05,-1e-05,yes
0.058,-0.006,1.05,0.00044,0.0003,-0.00037,yes
0.046,-0.032,1.01,0.0003,0.0003,-0.00039,yes
-0.016,0.093,1.157,1e-05,-0.0,-1e-05,yes
-0.004,0.053,1.144,1e-05,-0.0,-1e-05,yes
0.081,0.049,1.144,0.0,-0.0,-1e-05,yes
0.002,0.001,0.031,0.0,0.0,0.0,yes
-0.005,0.025,1.001,0.0,0.0,0.0,yes
0.032,0.019,1.035,0.0,0.0,0.0,yes
0.0,0.213,1.145,2e-05,-0.0,-1e-05,yes
0.01,0.307,1.211,1e-05,-0.0,-1e-05,yes
0.064,0.324,1.256,1e-05,-0.0,-1e-05,yes
-0.001,0.009,0.031,1e-05,0.0,-1e-05,yes
0.023,0.27,0.953,0.00076,0.00032,-0.00045,yes
0.019,0.288,1.166,0.00068,0.00042,-0.0005,yes
-0.442,0.093,0.694,2e-05,2e-05,-1e-05,yes
-0.317,0.157,0.736,2e-05,0.0,-1e-05,yes
-0.144,0.196,0.775,2e-05,1e-05,-1e-05,yes
-0.0,-0.001,0.025,1e-05,1e-05,-2e-05,yes
-0.102,0.024,1.056,0.00041,0.00021,-0.00079,yes
-0.099,0.02,1.059,0.00033,0.0002,-0.0008,yes
0.017,-0.169,1.056,0.0,0.0,-1e-05,yes
0.063,-0.189,1.107,0.0,0.0,-1e-05,yes
0.144,-0.256,1.144,0.0,0.0,-1e-05,yes
-0.001,0.002,0.027,1e-05,1e-05,-5e-05,yes
-0.062,0.098,1.019,0.00042,0.00053,-0.002,yes
-0.065,0.092,0.976,0.00055,0.00047,-0.002,yes
-0.241,-0.068,0.963,2e-05,1e-05,-5e-05,yes
-0.203,0.033,1.013,2e-05,1e-05,-5e-05,yes
-0.196,0.121,1.064,2e-05,1e-05,-5e-05,yes
-0.0,0.0,0.027,0.0,0.0,-0.0,yes
0.023,-0.022,1.034,0.00041,0.00022,-0.0002,yes
0.034,0.003,1.057,0.0004,0.00023,-0.00019,yes
-0.156,-0.325,0.964,1e-05,8e-05,-1e-05,yes
-0.559,-0.18,0.778,1e-05,6e-05,-1e-05,yes
-0.841,0.064,0.676,2e-05,7e-05,-1e-05,yes
-0.003,-0.001,0.03,0.0,0.0,-1e-05,yes
-0.038,-0.044,0.957,-0.00016,-0.00033,-0.00068,yes
0.134,0.006,0.978,-9e-05,0.00045,-0.00072,yes
0.073,0.401,1.012,0.0,0.0,-2e-05,yes
0.035,0.307,0.988,-1e-05,0.0,-2e-05,yes
-0.009,0.196,0.999,-1e-05,0.0,-2e-05,yes
0.0,0.002,0.026,1e-05,2e-05,-0.0,yes
0.037,-0.018,1.007,0.00037,0.00036,-0.0002,yes
0.049,-0.017,1.032,0.00044,0.0005,-0.0002,yes
0.04,0.073,1.256,0.0,0.0,-1e-05,yes
0.064,0.035,1.256,0.0,0.0,-1e-05,yes
0.064,-0.025,1.256,0.0,0.0,-1e-05,yes
0.008,-0.009,0.02,-1e-05,2e-05,-1e-05,yes
0.035,-0.013,0.967,0.00035,0.00045,-0.0005,yes
0.011,0.065,0.988,0.0006,0.00038,-0.0005,yes
0.093,-0.243,1.133,0.0,1e-05,-1e-05,yes
0.043,-0.315,1.091,0.0,2e-05,-1e-05,yes
-0.004,-0.324,1.049,0.0,1e-05,-1e-05,yes
0.001,-0.006,0.022,-1e-05,1e-05,-3e-05,yes
-0.088,-0.045,0.984,0.00049,0.00073,-0.00102,yes
-0.044,0.076,1.025,0.00039,0.00094,-0.00128,yes
0.033,-0.075,1.121,0.0,-0.0,-0.0,yes
-0.012,-0.116,1.121,0.0,-0.0,-0.0,yes
-0.025,-0.144,1.1,0.0,-0.0,-0.0,yes
-0.006,0.005,0.02,2e-05,1e-05,-1e-05,yes
0.052,0.024,0.978,0.0004,0.00036,-0.0003,yes
0.001,-0.008,0.857,0.00057,0.00025,-0.00038,yes
-0.037,0.289,1.036,1e-05,1e-05,-1e-05,yes
-0.073,0.289,1.036,1e-05,1e-05,-1e-05,yes
-0.064,0.289,1.049,1e-05,1e-05,-1e-05,yes
-0.008,0.005,0.025,3e-05,2e-05,-1e-05,yes
0.059,0.134,1.136,0.00046,0.0002,-0.00043,yes
0.013,-0.015,1.037,0.00017,0.00034,-0.00044,yes
-0.197,-0.156,1.211,0.0,-0.0,-4e-05,yes
-0.225,-0.189,1.196,0.0,-0.0,-4e-05,yes
-0.169,-0.196,1.225,0.0,-0.0,-4e-05,yes
0.011,0.001,0.021,0.0,0.0,-0.0,yes
0.15,-0.044,0.989,0.00041,0.00047,-6e-05,yes
0.078,0.012,1.001,0.00053,0.0007,0.0,yes
-0.007,-0.361,1.145,-0.0,1e-05,-1e-05,yes
-0.12,-0.361,1.091,0.0,2e-05,-1e-05,yes
-0.196,-0.324,1.064,0.0,1e-05,-1e-05,yes
-0.004,0.002,0.025,0.0,0.0,-1e-05,yes
0.022,-0.047,0.826,0.00051,0.0004,-0.0005,yes
0.047,0.011,0.917,0.00089,0.00053,-0.0005,yes
-0.013,-0.183,0.942,1e-05,1e-05,-1e-05,yes
-0.007,-0.117,0.905,1e-05,1e-05,-1e-05,yes
0.016,-0.025,0.919,2e-05,1e-05,-1e-05,yes
0.001,-0.0,0.024,1e-05,0.0,-1e-05,yes
0.02,-0.004,0.986,0.00045,0.00027,-0.00045,yes
0.017,0.046,0.994,0.00062,0.00034,-0.00047,yes
-0.03,0.032,1.009,1e-05,1e-05,-0.0,yes
-0.013,0.091,1.007,1e-05,1e-05,0.0,yes
0.009,0.121,0.984,1e-05,1e-05,0.0,yes
0.561,0.187,0.907,0.0,0.0,0.0,yes
